Цех;Период;Продукт;План;Факт;Отклонение;Выполнение %
Цех Epsilon;2025-03;Корпус C;0;87;87;
Цех Epsilon;2025-03;Модуль D;0;100;100;
Цех Epsilon;2025-03;Рама E;0;91;91;
Цех Epsilon;2025-03;Кронштейн F;0;146;146;
Цех Epsilon;2025-03;Шток G;0;76;76;
Цех Epsilon;2025-03;Плата H;0;102;102;
Цех Epsilon;2025-04;Деталь A;0;0;0;0.0%
Цех Epsilon;2025-04;Узел B;0;138;138;
Цех Epsilon;2025-04;Корпус C;0;79;79;
Цех Epsilon;2025-04;Модуль D;0;107;107;
Цех Epsilon;2025-04;Рама E;0;104;104;
Цех Epsilon;2025-04;Кронштейн F;0;102;102;
Цех Epsilon;2025-04;Шток G;0;113;113;
Цех Epsilon;2025-04;Плата H;0;123;123;
Цех Epsilon;2025-05;Деталь A;0;77;77;
Цех Epsilon;2025-05;Узел B;0;97;97;
Цех Epsilon;2025-05;Корпус C;0;74;74;
Цех Epsilon;2025-05;Модуль D;0;0;0;0.0%
Цех Epsilon;2025-05;Рама E;0;120;120;
Цех Epsilon;2025-05;Кронштейн F;0;99;99;
Цех Epsilon;2025-05;Шток G;0;119;119;
Цех Epsilon;2025-05;Плата H;0;91;91;
Цех Epsilon;2025-06;Деталь A;0;119;119;
Цех Epsilon;2025-06;Узел B;0;109;109;
Цех Epsilon;2025-06;Корпус C;0;112;112;
Цех Epsilon;2025-06;Модуль D;0;90;90;
Цех Epsilon;2025-06;Рама E;0;70;70;
Цех Epsilon;2025-06;Кронштейн F;0;92;92;
Цех Epsilon;2025-06;Шток G;0;68;68;
Цех Epsilon;2025-06;Плата H;0;87;87;
Цех Epsilon;2025-07;Деталь A;0;85;85;
Цех Epsilon;2025-07;Узел B;0;122;122;
Цех Epsilon;2025-07;Корпус C;0;126;126;
Цех Epsilon;2025-07;Модуль D;0;131;131;
Цех Epsilon;2025-07;Рама E;0;0;0;0.0%
Цех Epsilon;2025-07;Кронштейн F;0;78;78;
Цех Epsilon;2025-07;Шток G;0;102;102;
Цех Epsilon;2025-07;Плата H;0;122;122;
Цех Epsilon;2025-08;Деталь A;0;121;121;
Цех Epsilon;2025-08;Узел B;0;0;0;0.0%
Цех Epsilon;2025-08;Корпус C;0;92;92;
Цех Epsilon;2025-08;Модуль D;0;110;110;
Цех Epsilon;2025-08;Рама E;0;116;116;
Цех Epsilon;2025-08;Кронштейн F;0;93;93;
Цех Epsilon;2025-08;Шток G;0;99;99;
Цех Epsilon;2025-08;Плата H;0;0;0;0.0%
Цех Epsilon;2025-09;Деталь A;0;75;75;
Цех Epsilon;2025-09;Узел B;0;121;121;
Цех Epsilon;2025-09;Корпус C;0;0;0;0.0%
Цех Epsilon;2025-09;Модуль D;0;119;119;
Цех Epsilon;2025-09;Рама E;0;96;96;
Цех Epsilon;2025-09;Кронштейн F;0;98;98;
Цех Epsilon;2025-09;Шток G;0;132;132;
Цех Epsilon;2025-09;Плата H;0;105;105;
Цех Epsilon;2025-10;Деталь A;0;76;76;
Цех Epsilon;2025-10;Узел B;0;83;83;
Цех Epsilon;2025-10;Корпус C;0;0;0;0.0%
Цех Epsilon;2025-10;Модуль D;0;90;90;
Цех Epsilon;2025-10;Рама E;0;94;94;
Цех Epsilon;2025-10;Кронштейн F;0;100;100;
Цех Epsilon;2025-10;Шток G;0;85;85;
Цех Epsilon;2025-10;Плата H;0;89;89;
Цех Epsilon;2025-11;Деталь A;0;86;86;
Цех Epsilon;2025-11;Узел B;0;84;84;
Цех Epsilon;2025-11;Корпус C;0;77;77;
Цех Epsilon;2025-11;Модуль D;0;96;96;
Цех Epsilon;2025-11;Рама E;0;115;115;
Цех Epsilon;2025-11;Кронштейн F;0;82;82;
Цех Epsilon;2025-11;Шток G;0;86;86;
Цех Epsilon;2025-11;Плата H;0;101;101;
Цех Epsilon;2025-12;Деталь A;0;86;86;
Цех Epsilon;2025-12;Узел B;0;89;89;
Цех Epsilon;2025-12;Корпус C;0;96;96;
Цех Epsilon;2025-12;Модуль D;0;122;122;
Цех Epsilon;2025-12;Рама E;0;128;128;
Цех Epsilon;2025-12;Кронштейн F;0;80;80;
Цех Epsilon;2025-12;Шток G;0;0;0;0.0%
Цех Epsilon;2025-12;Плата H;0;121;121;
Цех Zeta;2025-01;Деталь A;0;89;89;
Цех Zeta;2025-01;Узел B;0;82;82;
Цех Zeta;2025-01;Корпус C;0;128;128;
Цех Zeta;2025-01;Модуль D;0;98;98;
Цех Zeta;2025-01;Рама E;0;113;113;
Цех Zeta;2025-01;Кронштейн F;0;79;79;
Цех Zeta;2025-01;Шток G;0;69;69;
Цех Zeta;2025-01;Плата H;0;108;108;
Цех Zeta;2025-02;Деталь A;0;138;138;
Цех Zeta;2025-02;Узел B;0;145;145;
Цех Zeta;2025-02;Корпус C;0;84;84;
Цех Zeta;2025-02;Модуль D;0;0;0;0.0%
Цех Zeta;2025-02;Рама E;0;130;130;
Цех Zeta;2025-02;Кронштейн F;0;87;87;
Цех Zeta;2025-02;Шток G;0;69;69;
Цех Zeta;2025-02;Плата H;0;126;126;
Цех Zeta;2025-03;Деталь A;0;86;86;
Цех Zeta;2025-03;Узел B;0;103;103;
Цех Zeta;2025-03;Корпус C;0;87;87;
Цех Zeta;2025-03;Модуль D;0;77;77;
Цех Zeta;2025-03;Рама E;0;104;104;
Цех Zeta;2025-03;Кронштейн F;0;91;91;
Цех Zeta;2025-03;Шток G;0;109;109;
Цех Zeta;2025-03;Плата H;0;77;77;
Цех Zeta;2025-04;Деталь A;0;86;86;
Цех Zeta;2025-04;Узел B;0;110;110;
Цех Zeta;2025-04;Корпус C;0;95;95;
Цех Zeta;2025-04;Модуль D;0;140;140;
Цех Zeta;2025-04;Рама E;0;101;101;
Цех Zeta;2025-04;Кронштейн F;0;78;78;
Цех Zeta;2025-04;Шток G;0;118;118;
Цех Zeta;2025-04;Плата H;0;121;121;
Цех Zeta;2025-05;Деталь A;0;73;73;
Цех Zeta;2025-05;Узел B;0;91;91;
Цех Zeta;2025-05;Корпус C;0;75;75;
Цех Zeta;2025-05;Модуль D;0;102;102;
Цех Zeta;2025-05;Рама E;0;126;126;
Цех Zeta;2025-05;Кронштейн F;0;119;119;
Цех Zeta;2025-05;Шток G;0;87;87;
Цех Zeta;2025-05;Плата H;0;112;112;
Цех Zeta;2025-06;Деталь A;0;79;79;
Цех Zeta;2025-06;Узел B;0;65;65;
Цех Zeta;2025-06;Корпус C;0;111;111;
Цех Zeta;2025-06;Модуль D;0;97;97;
Цех Zeta;2025-06;Рама E;0;0;0;0.0%
Цех Zeta;2025-06;Кронштейн F;0;83;83;
Цех Zeta;2025-06;Шток G;0;113;113;
Цех Zeta;2025-06;Плата H;0;102;102;
Цех Zeta;2025-07;Деталь A;0;133;133;
Цех Zeta;2025-07;Узел B;0;77;77;
Цех Zeta;2025-07;Корпус C;0;105;105;
Цех Zeta;2025-07;Модуль D;0;130;130;
Цех Zeta;2025-07;Рама E;0;91;91;
Цех Zeta;2025-07;Кронштейн F;0;93;93;
Цех Zeta;2025-07;Шток G;0;78;78;
Цех Zeta;2025-07;Плата H;0;106;106;
Цех Zeta;2025-08;Деталь A;0;86;86;
Цех Zeta;2025-08;Узел B;0;93;93;
Цех Zeta;2025-08;Корпус C;0;93;93;
Цех Zeta;2025-08;Модуль D;0;91;91;
Цех Zeta;2025-08;Рама E;0;125;125;
Цех Zeta;2025-08;Кронштейн F;0;76;76;
Цех Zeta;2025-08;Шток G;0;81;81;
Цех Zeta;2025-08;Плата H;0;0;0;0.0%
Цех Zeta;2025-09;Деталь A;0;91;91;
Цех Zeta;2025-09;Узел B;0;93;93;
Цех Zeta;2025-09;Корпус C;0;99;99;
Цех Zeta;2025-09;Модуль D;0;137;137;
Цех Zeta;2025-09;Рама E;0;100;100;
Цех Zeta;2025-09;Кронштейн F;0;105;105;
Цех Zeta;2025-09;Шток G;0;0;0;0.0%
Цех Zeta;2025-09;Плата H;0;141;141;
Цех Zeta;2025-10;Деталь A;0;90;90;
Цех Zeta;2025-10;Узел B;0;80;80;
Цех Zeta;2025-10;Корпус C;0;90;90;
Цех Zeta;2025-10;Модуль D;0;122;122;
Цех Zeta;2025-10;Рама E;0;81;81;
Цех Zeta;2025-10;Кронштейн F;0;70;70;
Цех Zeta;2025-10;Шток G;0;0;0;0.0%
Цех Zeta;2025-10;Плата H;0;77;77;
Цех Zeta;2025-11;Деталь A;0;90;90;
Цех Zeta;2025-11;Узел B;0;90;90;
Цех Zeta;2025-11;Корпус C;0;86;86;
Цех Zeta;2025-11;Модуль D;0;97;97;
Цех Zeta;2025-11;Рама E;0;106;106;
Цех Zeta;2025-11;Кронштейн F;0;120;120;
Цех Zeta;2025-11;Шток G;0;123;123;
Цех Zeta;2025-11;Плата H;0;101;101;
Цех Zeta;2025-12;Деталь A;0;106;106;
Цех Zeta;2025-12;Узел B;0;93;93;
Цех Zeta;2025-12;Корпус C;0;98;98;
Цех Zeta;2025-12;Модуль D;0;112;112;
Цех Zeta;2025-12;Рама E;0;0;0;0.0%
Цех Zeta;2025-12;Кронштейн F;0;73;73;
Цех Zeta;2025-12;Шток G;0;73;73;
Цех Zeta;2025-12;Плата H;0;101;101;
